ideology,religion,risk_seeking,expend_total,seems_fun,enjoy_thinking,self_control,risk_aversion,gender,age,marital,employment,urban,education,income,white,black,hispanic,income_delta,expend_delta,overconfidence,lottery_payout,happiness,financial_literacy,financial_numeracy,gamblers_fallacy,non_belief_lln,ev_miscalculation,income_effects_delta_pct,state,expenditures_share_income,education_5,education_10,education_15,education_20
Moderate,1.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,76.0,Married,0.0,Metro Area,13.0,37.5,0.0,1.0,0.0,0.0,0.0,0.0,0.05,-10.0,1.0,1.0,0.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Slightly Liberal,0.0,-4,0.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,52.0,Married,1.0,Metro Area,16.0,67.5,1.0,0.0,0.0,2.5,0.0,-0.1,0.25,3.0,0.8,0.6666667,1.0,0.5937,0.5,0.0,AZ,0.0,1,1,1,0
Slightly Conservative,0.0,-2,50.0,0 - Neutral,2,1,Average financial risks expecting to earn average returns.,Male,71.0,0.0,0.0,Metro Area,13.0,80.0,1.0,0.0,0.0,-17.5,-17.5,0.0,0.25,6.0,1.0,1.0,0.0,0.42703333,0.5,-50.0,AZ,0.625,1,1,0,0
Moderate,0.0,-2,0.0,-2,-2,-3 - Far too little,No financial risks.,Female,53.0,Married,1.0,Metro Area,12.0,32.5,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.4,0.0,0.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Liberal,0.0,-7 - Very willing,20.0,2,0 - Neutral,1,Average financial risks expecting to earn average returns.,Female,21.0,0.0,0.0,Metro Area,13.0,32.5,0.0,0.0,1.0,50.0,2.5,-0.1,0.35,10.0,0.6,0.0,0.6666667,0.51703334,1.0,-17.5,AZ,0.6153846153846154,1,1,0,0
Conservative,1.0,-1 - Very unwilling,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,72.0,Married,0.0,Metro Area,13.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.8,0.0,1.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Conservative,1.0,-7 - Very willing,1.0,-2,-2,-3 - Far too little,No financial risks.,Female,58.0,Married,1.0,Metro Area,14.0,67.5,1.0,0.0,0.0,17.5,0.0,-0.1,0.25,-5.0,0.8,0.33333334,0.6666667,0.4937,0.75,0.0,AZ,0.014814814814814815,1,1,0,0
Liberal,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,34.0,Married,0.0,Metro Area,12.0,67.5,1.0,0.0,0.0,0.0,0.0,0.0,0.05,8.0,0.2,0.33333334,0.0,0.4437,0.75,0.0,AZ,0.0,1,1,0,0
Liberal,0.0,-4,4.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,52.0,0.0,1.0,Metro Area,13.0,45.0,0.0,0.0,0.0,-7.5,50.0,0.0,0.05,0.0,0.6,0.0,0.33333334,0.42703333,1.0,17.5,AZ,0.08888888888888889,1,1,0,0
Moderate,1.0,-4,0.0,-3 - Strongly Disagree,0 - Neutral,-3 - Far too little,No financial risks.,Female,54.0,Married,1.0,Metro Area,14.0,112.5,0.0,0.0,0.0,-7.5,-50.0,0.0,0.05,5.0,0.2,1.0,0.0,0.42703333,1.0,-50.0,AZ,0.0,1,1,0,0
Conservative,0.0,-1 - Very unwilling,4.0,-3 - Strongly Disagree,-2,0 - The right amount,No financial risks.,Female,65.0,Married,0.0,Metro Area,18.0,92.5,0.0,0.0,0.0,2.5,0.0,0.0,0.15,-8.0,0.8,1.0,0.6666667,0.62703335,1.0,0.0,AZ,0.043243243243243246,1,1,1,0
Extremely Liberal,0.0,-4,35.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,62.0,Married,0.0,Metro Area,16.0,137.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,-9.0,0.6,0.33333334,0.0,0.42703333,1.0,0.0,AZ,0.2545454545454545,1,1,1,0
Slightly Liberal,1.0,-2,5.0,1,1,0 - The right amount,No financial risks.,Male,68.0,Married,0.0,Metro Area,13.0,67.5,0.0,0.0,1.0,0.0,0.0,-0.1,0.15,8.0,1.0,0.33333334,0.6666667,0.110366665,1.0,0.0,AZ,0.07407407407407407,1,1,0,0
Liberal,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,31.0,0.0,1.0,Metro Area,13.0,32.5,0.0,0.0,1.0,2.5,0.0,-0.1,0.55,0.0,0.6,0.33333334,0.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Moderate,1.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,25.0,0.0,0.0,Metro Area,16.0,22.5,0.0,0.0,1.0,50.0,0.0,0.0,0.05,-2.0,1.0,1.0,0.0,0.42703333,1.0,7.5,AZ,0.0,1,1,1,0
Slightly Liberal,1.0,-4,5.0,-2,0 - Neutral,-3 - Far too little,No financial risks.,Female,67.0,0.0,0.0,Metro Area,14.0,37.5,0.0,1.0,0.0,2.5,-2.5,-0.3,0.35,-5.0,0.8,0.33333334,0.6666667,0.5603667,0.75,0.0,AZ,0.13333333333333333,1,1,0,0
Moderate,0.0,-3,5.0,1,1,0 - The right amount,No financial risks.,Female,74.0,0.0,0.0,Metro Area,13.0,67.5,1.0,0.0,0.0,7.5,0.0,0.0,0.15,7.21,0.6,1.0,0.0,0.42703333,0.75,0.0,AZ,0.07407407407407407,1,1,0,0
Moderate,0.0,-5,4.0,3 - Strongly Agree,3 - Strongly Agree,-1,Average financial risks expecting to earn average returns.,Male,59.0,0.0,1.0,Metro Area,20.0,45.0,0.0,0.0,1.0,2.5,0.0,0.0,0.15,0.0,1.0,1.0,0.0,0.42703333,1.0,7.5,AZ,0.08888888888888889,1,1,1,1
Extremely Conservative,1.0,-4,0.0,3 - Strongly Agree,0 - Neutral,0 - The right amount,No financial risks.,Male,34.0,Married,1.0,Metro Area,12.0,27.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.05,-2.0,1.0,1.0,0.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Liberal,0.0,-6,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,76.0,Married,0.0,Metro Area,13.0,37.5,1.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,1.0,1.0,0.0,0.7603667,0.75,0.0,AZ,0.0,1,1,0,0
Slightly Liberal,0.0,-2,0.0,0 - Neutral,1,0 - The right amount,No financial risks.,Female,69.0,Married,0.0,Metro Area,18.0,92.5,1.0,0.0,0.0,-37.5,0.0,-0.2,0.15,5.0,1.0,1.0,0.0,0.73863333,0.0,0.0,AZ,0.0,1,1,1,0
Extremely Conservative,0.0,-2,0.0,-3 - Strongly Disagree,3 - Strongly Agree,-3 - Far too little,No financial risks.,Female,63.0,0.0,0.0,Non-Metro Area,13.0,22.5,1.0,0.0,0.0,0.0,-2.5,0.0,0.15,10.0,0.4,0.33333334,0.0,0.42703333,1.0,-2.5,AZ,0.0,1,1,0,0
Conservative,0.0,-7 - Very willing,0.0,1,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,65.0,Married,1.0,Metro Area,14.0,67.5,1.0,0.0,0.0,17.5,0.0,0.0,0.55,7.0,1.0,0.6666667,0.0,0.42703333,0.0,0.0,AZ,0.0,1,1,0,0
Slightly Liberal,1.0,-1 - Very unwilling,100.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,51.0,0.0,1.0,Metro Area,16.0,45.0,0.0,0.0,1.0,0.0,-7.5,3.25,0.45,10.0,0.4,0.33333334,0.0,0.42703333,1.0,-37.5,AZ,2.2222222222222223,1,1,1,0
Slightly Conservative,0.0,-4,0.0,0 - Neutral,-3 - Strongly Disagree,-3 - Far too little,No financial risks.,Female,37.0,Married,1.0,Metro Area,16.0,67.5,1.0,0.0,0.0,-17.5,-50.0,0.0,0.25,-2.0,0.6,0.6666667,0.6666667,0.5603667,1.0,-50.0,AZ,0.0,1,1,1,0
Liberal,0.0,-2,25.0,-3 - Strongly Disagree,1,0 - The right amount,No financial risks.,Female,66.0,0.0,0.0,Metro Area,16.0,27.5,1.0,0.0,0.0,0.0,2.5,-0.1,0.05,6.0,0.8,0.33333334,0.6666667,0.3937,1.0,-2.5,AZ,0.9090909090909091,1,1,1,0
Conservative,1.0,-5,6.0,-1,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,45.0,Married,1.0,Metro Area,13.0,80.0,0.0,0.0,1.0,0.0,-50.0,0.0,0.15,-5.0,0.6,0.33333334,0.0,0.33863333,1.0,-50.0,AZ,0.075,1,1,0,0
Slightly Liberal,1.0,-5,0.0,1,0 - Neutral,-2,Above-average financial risks expecting to earn above-average returns.,Male,65.0,0.0,1.0,Metro Area,12.0,67.5,1.0,0.0,0.0,-37.5,0.0,0.1,0.15,-3.0,0.8,0.33333334,0.6666667,0.072966665,1.0,2.5,AZ,0.0,1,1,0,0
Slightly Liberal,0.0,-7 - Very willing,4.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,46.0,0.0,1.0,Metro Area,13.0,45.0,0.0,0.0,1.0,-17.5,-50.0,0.0,0.05,5.0,0.8,0.6666667,0.0,0.5937,0.5,0.0,AZ,0.08888888888888889,1,1,0,0
Slightly Liberal,0.0,-3,2.0,1,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,22.0,0.0,0.0,Metro Area,14.0,92.5,0.0,0.0,1.0,50.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.09703334,1.0,2.5,AZ,0.021621621621621623,1,1,0,0
Moderate,0.0,-5,100.0,0 - Neutral,0 - Neutral,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,29.0,0.0,1.0,Metro Area,13.0,45.0,0.0,0.0,1.0,-37.5,0.0,0.4,0.15,0.0,0.4,0.33333334,0.0,0.42703333,1.0,2.5,AZ,2.2222222222222223,1,1,0,0
Slightly Liberal,1.0,-3,0.0,-3 - Strongly Disagree,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,34.0,Married,1.0,Metro Area,14.0,67.5,1.0,0.0,0.0,2.5,0.0,0.0,0.15,0.0,0.8,1.0,1.0,0.0063,1.0,0.0,AZ,0.0,1,1,0,0
Liberal,0.0,-3,10.0,1,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,34.0,Married,1.0,Metro Area,12.0,55.0,1.0,0.0,0.0,2.5,0.0,0.0,0.05,5.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,AZ,0.18181818181818182,1,1,0,0
Moderate,0.0,-5,20.0,1,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,59.0,0.0,1.0,Metro Area,16.0,92.5,1.0,0.0,0.0,-17.5,0.0,0.0,0.25,3.0,1.0,1.0,0.33333334,0.072966665,1.0,2.5,AZ,0.21621621621621623,1,1,1,0
Liberal,0.0,-5,0.0,2,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,32.0,0.0,1.0,Metro Area,14.0,112.5,0.0,1.0,0.0,7.5,0.0,0.0,0.05,-9.0,1.0,0.6666667,0.0,0.0553,0.25,0.0,AZ,0.0,1,1,0,0
Moderate,1.0,-3,0.0,0 - Neutral,1,-3 - Far too little,Average financial risks expecting to earn average returns.,Male,64.0,Married,1.0,Metro Area,12.0,80.0,0.0,0.0,1.0,2.5,-50.0,0.1,0.05,5.0,0.8,0.33333334,0.0,0.42703333,0.75,7.5,AZ,0.0,1,1,0,0
Moderate,0.0,-4,2.0,3 - Strongly Agree,0 - Neutral,0 - The right amount,No financial risks.,Female,37.0,0.0,1.0,Metro Area,12.0,67.5,1.0,0.0,0.0,2.5,0.0,-0.1,0.25,0.0,1.0,0.6666667,0.0,0.072966665,0.25,2.5,AZ,0.02962962962962963,1,1,0,0
Moderate,1.0,-2,0.0,-3 - Strongly Disagree,1,-3 - Far too little,Average financial risks expecting to earn average returns.,Female,24.0,Married,0.0,Non-Metro Area,14.0,55.0,0.0,0.0,1.0,7.5,0.0,0.0,0.15,-5.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Conservative,0.0,-5,5.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,74.0,0.0,0.0,Metro Area,11.0,45.0,1.0,0.0,0.0,0.0,-37.5,0.0,0.05,5.0,0.8,0.6666667,0.6666667,0.42703333,1.0,-50.0,AZ,0.1111111111111111,1,1,0,0
Conservative,0.0,-5,3.0,2,2,-1,Average financial risks expecting to earn average returns.,Male,54.0,0.0,0.0,Metro Area,14.0,37.5,1.0,0.0,0.0,2.5,2.5,0.0,0.25,5.0,0.8,1.0,0.0,0.42703333,0.0,0.0,AZ,0.08,1,1,0,0
Extremely Liberal,0.0,-5,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,75.0,Married,0.0,Metro Area,20.0,32.5,0.0,0.0,1.0,2.5,-50.0,0.0,0.15,-2.0,1.0,1.0,0.0,0.072966665,0.75,0.0,AZ,0.0,1,1,1,1
Slightly Liberal,1.0,-2,0.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,66.0,0.0,0.0,Metro Area,14.0,12.5,0.0,0.0,1.0,2.5,-50.0,0.0,0.05,-10.0,0.2,0.0,0.6666667,0.5937,1.0,-50.0,AZ,0.0,1,1,0,0
Conservative,1.0,-5,0.0,-3 - Strongly Disagree,1,0 - The right amount,No financial risks.,Male,36.0,0.0,1.0,Metro Area,13.0,32.5,0.0,0.0,1.0,7.5,0.0,0.0,0.25,-7.0,0.8,0.6666667,0.0,0.5937,1.0,0.0,AZ,0.0,1,1,0,0
Conservative,0.0,-5,0.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Male,31.0,0.0,1.0,Metro Area,13.0,32.5,1.0,0.0,0.0,2.5,0.0,-0.1,0.05,6.0,0.8,0.33333334,0.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Moderate,0.0,-4,0.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,40.0,Married,1.0,Metro Area,16.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.45,3.0,1.0,0.33333334,1.0,0.42703333,0.25,0.0,AZ,0.0,1,1,1,0
Slightly Liberal,0.0,-6,20.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,60.0,0.0,0.0,Metro Area,13.0,22.5,0.0,0.0,1.0,17.5,-50.0,0.0,0.05,6.0,0.4,0.0,0.6666667,0.5937,1.0,-50.0,AZ,0.8888888888888888,1,1,0,0
Conservative,0.0,-7 - Very willing,10.0,-3 - Strongly Disagree,-3 - Strongly Disagree,-3 - Far too little,No financial risks.,Male,38.0,Married,1.0,Metro Area,13.0,55.0,0.0,0.0,1.0,2.5,-50.0,-0.1,0.05,7.0,0.4,0.6666667,1.0,0.32703334,1.0,-50.0,AZ,0.18181818181818182,1,1,0,0
Moderate,0.0,-5,0.0,0 - Neutral,-2,0 - The right amount,No financial risks.,Female,58.0,0.0,1.0,Metro Area,12.0,32.5,0.0,0.0,1.0,0.0,-2.5,-0.1,0.35,7.0,1.0,0.33333334,0.6666667,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Liberal,1.0,-2,0.0,0 - Neutral,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,63.0,Married,0.0,Metro Area,14.0,22.5,1.0,0.0,0.0,2.5,0.0,0.0,0.25,5.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,AZ,0.0,1,1,0,0
Slightly Liberal,0.0,-5,0.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,42.0,Married,0.0,Metro Area,16.0,92.5,0.0,0.0,0.0,2.5,7.5,,0.85,0.0,0.4,0.6666667,0.0,0.42463332,0.75,17.5,CA,0.0,1,1,1,0
Slightly Liberal,1.0,-2,40.0,1,1,1,Above-average financial risks expecting to earn above-average returns.,Male,56.0,0.0,1.0,Metro Area,13.0,137.5,0.0,0.0,1.0,-37.5,-37.5,0.1,0.15,0.0,0.2,0.0,1.0,0.5937,1.0,-37.5,CA,0.2909090909090909,1,1,0,0
Slightly Liberal,0.0,-4,0.0,-3 - Strongly Disagree,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,66.0,Married,0.0,Metro Area,20.0,187.5,1.0,0.0,0.0,2.5,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.058633335,0.0,0.0,CA,0.0,1,1,1,1
Liberal,1.0,-3,50.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,57.0,0.0,0.0,Metro Area,13.0,67.5,1.0,0.0,0.0,2.5,17.5,0.3,0.25,10.0,0.8,0.33333334,1.0,0.7603667,1.0,37.5,CA,0.7407407407407407,1,1,0,0
Liberal,0.0,-4,10.0,2,1,-2,No financial risks.,Female,34.0,Married,0.0,Metro Area,13.0,67.5,1.0,0.0,0.0,37.5,-17.5,0.0,0.25,10.0,0.4,0.6666667,0.6666667,0.46703333,1.0,-50.0,CA,0.14814814814814814,1,1,0,0
Extremely Conservative,0.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,-3 - Far too little,Substantial financial risks expecting to earn substantial returns.,Male,78.0,0.0,1.0,Metro Area,13.0,80.0,1.0,0.0,0.0,2.5,0.0,0.0,0.15,-1.0,0.6,0.33333334,0.6666667,0.9170333,1.0,0.0,CA,0.0,1,1,0,0
Slightly Liberal,1.0,-5,10.0,1,0 - Neutral,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,44.0,0.0,1.0,Metro Area,13.0,22.5,0.0,0.0,1.0,0.0,-2.5,-0.1,0.25,7.0,1.0,0.6666667,0.0,0.42703333,0.25,17.5,CA,0.4444444444444444,1,1,0,0
Slightly Conservative,0.0,-5,100.0,1,3 - Strongly Agree,2,Substantial financial risks expecting to earn substantial returns.,Male,38.0,0.0,1.0,Metro Area,13.0,67.5,0.0,0.0,1.0,-2.5,0.0,0.3,0.65,7.0,0.6,0.0,0.0,0.42703333,1.0,-2.5,CA,1.4814814814814814,1,1,0,0
Liberal,0.0,-3,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,67.0,0.0,0.0,Metro Area,18.0,112.5,1.0,0.0,0.0,0.0,-50.0,0.0,0.65,0.0,1.0,0.6666667,0.0,0.42703333,0.25,0.0,CA,0.0,1,1,1,0
Extremely Liberal,0.0,-7 - Very willing,3.0,2,3 - Strongly Agree,-3 - Far too little,No financial risks.,Male,41.0,Married,1.0,Metro Area,14.0,45.0,0.0,0.0,1.0,17.5,0.0,0.0,0.55,0.0,0.6,0.6666667,0.6666667,0.42703333,0.75,7.5,CA,0.06666666666666667,1,1,0,0
Liberal,0.0,-5,2.0,1,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Male,48.0,0.0,1.0,Metro Area,16.0,112.5,0.0,0.0,1.0,0.0,2.5,-0.1,0.35,7.0,1.0,0.6666667,0.6666667,0.47703335,1.0,0.0,CA,0.017777777777777778,1,1,1,0
Moderate,0.0,-2,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,22.0,0.0,0.0,Metro Area,14.0,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.05,-2.79,1.0,1.0,0.0,0.15863334,0.25,0.0,CA,0.0,1,1,0,0
Extremely Liberal,0.0,-4,0.0,0 - Neutral,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,61.0,0.0,0.0,Metro Area,16.0,55.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.05,0.0,0.8,0.6666667,1.0,0.3237,1.0,0.0,CA,0.0,1,1,1,0
Moderate,1.0,-4,0.0,0 - Neutral,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,67.0,0.0,1.0,Metro Area,13.0,32.5,0.0,0.0,1.0,7.5,0.0,0.0,0.05,-5.0,1.0,0.6666667,1.0,0.5270333,1.0,0.0,CA,0.0,1,1,0,0
Conservative,0.0,-3,0.0,-1,3 - Strongly Agree,-3 - Far too little,Average financial risks expecting to earn average returns.,Female,52.0,0.0,1.0,Non-Metro Area,16.0,55.0,0.0,0.0,1.0,2.5,-50.0,-0.1,0.05,10.0,0.8,0.0,0.0,0.42703333,1.0,0.0,CA,0.0,1,1,1,0
Moderate,0.0,-7 - Very willing,10.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,31.0,0.0,1.0,Metro Area,13.0,112.5,0.0,0.0,1.0,7.5,2.5,0.0,0.05,10.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,CA,0.08888888888888889,1,1,0,0
Moderate,0.0,-3,10.0,0 - Neutral,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,80.0,0.0,0.0,Metro Area,16.0,92.5,1.0,0.0,0.0,2.5,0.0,0.0,0.45,6.0,1.0,1.0,0.0,0.072966665,0.25,0.0,CA,0.10810810810810811,1,1,1,0
Conservative,1.0,-4,3.0,0 - Neutral,1,0 - The right amount,No financial risks.,Female,38.0,Married,0.0,Metro Area,14.0,27.5,0.0,0.0,1.0,-7.5,0.0,0.0,0.25,5.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,CA,0.10909090909090909,1,1,0,0
Moderate,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,58.0,Married,0.0,Metro Area,20.0,250.0,1.0,0.0,0.0,-2.5,0.0,0.0,0.15,0.0,1.0,0.6666667,0.0,0.42703333,0.0,0.0,CA,0.0,1,1,1,1
Liberal,0.0,-3,0.0,1,1,-1,Average financial risks expecting to earn average returns.,Male,52.0,Married,1.0,Metro Area,14.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.55,2.0,1.0,1.0,0.0,0.12703334,0.0,2.5,CA,0.0,1,1,0,0
Moderate,0.0,-5,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,-3 - Far too little,Average financial risks expecting to earn average returns.,Male,29.0,0.0,1.0,Metro Area,16.0,92.5,0.0,0.0,1.0,2.5,-50.0,0.0,0.05,-10.0,0.8,0.33333334,0.33333334,0.42703333,1.0,-50.0,CA,0.0,1,1,1,0
Liberal,0.0,-3,5.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,53.0,0.0,1.0,Metro Area,16.0,5.0,1.0,0.0,0.0,17.5,-37.5,-1.5,0.05,8.0,1.0,0.33333334,0.6666667,0.5937,1.0,50.0,CA,1.0,1,1,1,0
Conservative,0.0,-4,10.0,3 - Strongly Agree,3 - Strongly Agree,-1,Average financial risks expecting to earn average returns.,Male,47.0,0.0,1.0,Metro Area,16.0,250.0,1.0,0.0,0.0,-7.5,0.0,-0.2,0.25,0.0,1.0,1.0,0.0,0.26703334,0.0,7.5,CA,0.04,1,1,1,0
Moderate,0.0,-4,10.0,0 - Neutral,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,64.0,Married,1.0,Metro Area,13.0,27.5,1.0,0.0,0.0,2.5,0.0,0.0,0.15,-7.0,1.0,0.6666667,0.0,0.42703333,0.25,0.0,CA,0.36363636363636365,1,1,0,0
Liberal,0.0,-2,100.0,3 - Strongly Agree,2,1,No financial risks.,Female,67.0,0.0,0.0,Metro Area,13.0,27.5,0.0,0.0,0.0,-2.5,0.0,0.1,0.25,5.0,0.6,0.0,0.33333334,0.6937,0.5,2.5,CA,3.6363636363636362,1,1,0,0
Liberal,0.0,-3,10.0,1,0 - Neutral,-2,No financial risks.,Female,61.0,Married,1.0,Metro Area,14.0,45.0,0.0,0.0,1.0,7.5,-7.5,-0.1,0.15,10.0,0.2,0.0,1.0,0.5270333,1.0,-7.5,CA,0.2222222222222222,1,1,0,0
Moderate,0.0,-3,2.0,0 - Neutral,3 - Strongly Agree,-2,No financial risks.,Male,57.0,0.0,1.0,Metro Area,14.0,92.5,1.0,0.0,0.0,2.5,-7.5,0.0,0.35,8.0,0.6,0.6666667,0.0,0.42703333,0.0,2.5,CA,0.021621621621621623,1,1,0,0
Moderate,0.0,-4,0.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Male,22.0,0.0,1.0,Metro Area,13.0,37.5,0.0,0.0,0.0,-7.5,0.0,-0.1,0.35,0.0,0.6,0.33333334,0.6666667,0.54036665,0.75,0.0,CA,0.0,1,1,0,0
Moderate,1.0,-3,0.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,33.0,Married,1.0,Metro Area,18.0,67.5,1.0,0.0,0.0,7.5,-2.5,-0.1,0.15,1.0,1.0,1.0,1.0,0.067033336,1.0,2.5,CA,0.0,1,1,1,0
Moderate,1.0,-4,50.0,0 - Neutral,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,66.0,Married,0.0,Metro Area,13.0,45.0,0.0,0.0,1.0,2.5,-37.5,0.0,0.05,7.0,1.0,0.0,0.33333334,0.3937,0.5,-50.0,CA,1.1111111111111112,1,1,0,0
Liberal,0.0,-4,20.0,3 - Strongly Agree,3 - Strongly Agree,-3 - Far too little,Above-average financial risks expecting to earn above-average returns.,Female,46.0,0.0,1.0,Metro Area,16.0,67.5,0.0,0.0,1.0,17.5,0.0,0.0,0.55,0.0,0.8,1.0,0.0,0.42703333,1.0,0.0,CA,0.2962962962962963,1,1,1,0
Moderate,0.0,-5,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,34.0,0.0,1.0,Metro Area,14.0,67.5,0.0,0.0,0.0,-17.5,0.0,0.0,0.15,0.0,1.0,1.0,0.0,0.42703333,1.0,0.0,CA,0.0,1,1,0,0
Liberal,0.0,-4,100.0,0 - Neutral,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,29.0,0.0,1.0,Metro Area,13.0,27.5,0.0,1.0,0.0,-50.0,0.0,0.1,0.15,0.0,0.0,0.33333334,0.33333334,0.5603667,1.0,0.0,CA,3.6363636363636362,1,1,0,0
Extremely Conservative,0.0,-6,30.0,2,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,31.0,0.0,1.0,Metro Area,16.0,55.0,0.0,0.0,1.0,-17.5,-50.0,0.0,0.35,0.0,0.6,1.0,0.0,0.42703333,0.25,0.0,CA,0.5454545454545454,1,1,1,0
Slightly Liberal,0.0,-3,0.0,1,1,-1,Average financial risks expecting to earn average returns.,Male,39.0,0.0,1.0,Metro Area,13.0,45.0,1.0,0.0,0.0,7.5,0.0,0.0,0.05,0.0,1.0,1.0,0.0,0.42703333,1.0,0.0,CA,0.0,1,1,0,0
Moderate,1.0,-6,0.0,-1,3 - Strongly Agree,-3 - Far too little,No financial risks.,Female,42.0,0.0,1.0,Metro Area,16.0,37.5,0.0,1.0,0.0,2.5,0.0,0.0,0.45,10.0,0.8,0.33333334,1.0,0.26036668,1.0,50.0,CA,0.0,1,1,1,0
Extremely Liberal,0.0,-3,0.0,1,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,45.0,Married,0.0,Metro Area,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,-2.0,0.6,0.6666667,0.0,0.42703333,1.0,2.5,CA,0.0,1,1,0,0
